TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
3,-2.5,-0.59,0.28,12.4,-0.319,238.0,213.0,1.02228,3.16,-0.63,5.1,-1,7,2.0
4,-3.6,1.28,0.07,-36.4,-0.076,194.0,111.0,0.99237,4.77,0.54,11.3,0,8,2.0
5,8.1,1.42,0.49,12.3,0.541,-29.0,-704.0,0.9971,3.09,0.57,16.7,0,9,3.0
3,8.6,1.61,0.44,66.0,0.045,166.0,522.0,0.99626,3.95,0.46,15.0,0,7,2.0
5,13.0,-0.74,-0.46,13.2,-0.006,-52.0,178.0,0.9976,5.33,-1.1,9.7,1,8,2.0
4,7.5,-0.76,0.55,2.8,0.028,45.0,107.0,0.9908,3.27,0.43,17.9,0,7,1.0
2,6.7,0.5,0.63,5.2,0.477,336.0,238.0,1.04969,3.08,-0.78,9.7,-1,8,2.0
3,-2.0,0.31,-0.77,42.1,0.085,9.0,72.0,0.99708,4.31,1.7,9.5,0,10,2.0
2,6.0,0.55,0.49,6.8,0.048,389.0,95.0,1.04304,3.73,2.59,1.2,-1,7,2.0
3,6.9,1.6,0.84,34.9,0.038,33.0,192.0,0.98024,3.92,0.18,5.7,-1,8,2.0
4,7.6,0.28,0.39,1.2,0.038,192.0,115.0,0.98376,2.56,-0.83,10.5,0,8,2.0
4,-0.5,-0.13,3.56,50.2,0.052,65.0,185.0,0.9934,3.21,1.08,12.9,1,7,2.0
3,-1.1,-0.42,0.07,3.3,0.491,-44.0,373.0,0.9954,3.57,0.71,5.8,-1,9,1.0
4,21.3,0.96,-0.23,1.9,-0.579,31.0,69.0,0.9892,4.13,1.83,19.1,0,8,2.0
6,3.3,0.3,-0.11,2.2,0.028,47.0,92.0,0.95142,3.27,-0.63,11.9,1,7,2.0
5,5.7,1.08,0.26,12.5,0.049,52.5,-234.0,0.99691,3.08,-1.21,10.2,1,6,2.0
2,11.7,0.25,2.14,4.1,0.062,-157.0,123.0,0.99218,1.91,-0.59,15.5,-1,7,2.0
3,-4.2,0.73,-1.26,1.6,-0.343,33.0,137.0,0.96074,3.31,0.93,10.5,-1,8,1.0
5,-2.2,-0.38,-1.18,2.5,-0.038,-92.0,314.0,0.9887,3.37,0.54,10.1,1,8,1.0
3,-1.2,0.26,-0.33,4.8,0.041,110.0,1006.0,0.99437,2.66,0.67,10.6,0,7,3.0
4,-3.3,0.26,0.27,11.8,0.31,-134.0,286.0,0.99628,2.87,0.76,9.7,0,7,3.0
3,-1.7,1.23,1.59,-7.2,-0.246,-76.0,159.0,0.99768,5.57,-1.98,5.0,-1,8,1.0
3,7.6,0.27,0.3,-0.8,0.018,23.0,96.0,0.9938,3.08,2.07,13.2,-1,8,1.0
2,6.7,0.28,0.14,1.4,0.35,149.0,413.0,0.992,3.65,0.39,10.0,-1,7,2.0
5,6.9,0.25,0.47,8.4,0.042,291.0,538.0,1.03394,4.29,0.55,4.9,1,8,3.0
4,6.7,0.29,0.49,-96.0,0.434,29.0,-29.0,0.9945,1.69,0.45,9.9,0,7,3.0
5,1.0,0.24,-1.13,1.9,0.048,40.0,170.0,0.9938,3.64,0.54,9.0,0,7,2.0
4,6.9,0.85,0.63,37.5,0.111,247.0,110.0,1.00304,3.12,2.13,17.4,0,8,2.0
6,6.4,0.31,0.38,2.9,-0.083,19.0,529.0,0.9912,5.55,0.35,11.0,1,7,3.0
5,13.6,0.5,0.28,27.2,0.045,37.0,222.0,0.99251,4.38,0.54,11.2,1,7,3.0
3,5.7,0.75,0.15,1.9,-0.003,124.0,36.0,0.94617,3.38,0.54,14.1,0,6,3.0
6,6.7,0.06,-0.48,2.1,0.033,166.0,111.0,1.00351,2.63,1.58,12.2,1,7,2.0
4,18.0,0.23,0.5,10.4,0.249,-16.0,440.0,1.03344,3.22,0.46,-0.3,0,7,2.0
6,6.0,1.31,0.39,1.9,0.033,277.0,142.0,0.98912,3.29,-1.33,19.7,1,7,4.0
0,-1.9,-1.22,-0.93,14.8,0.607,-179.0,148.0,0.96223,0.79,-1.4,6.1,-1,7,1.0
2,-5.3,1.535,0.42,-39.5,-0.258,237.0,-16.0,0.95771,3.19,-0.67,11.0,-1,8,3.0
5,8.4,0.87,0.34,1.2,0.026,31.0,93.0,0.9916,4.08,-1.21,14.3,0,10,4.0
4,19.7,0.31,-0.76,57.65,-0.388,506.0,148.0,1.04099,2.93,0.32,11.5,1,9,2.0
3,5.8,0.27,1.52,7.3,0.04,42.0,536.0,0.99442,3.15,-2.75,4.0,0,6,3.0
3,0.4,0.71,-0.12,17.4,0.385,29.0,140.0,0.99173,3.2,0.49,6.2,-1,7,1.0
3,5.7,0.24,-0.92,-1.6,-0.445,35.0,182.0,0.99391,3.11,0.38,7.233333333,0,6,2.0
3,5.8,-0.79,1.65,1.1,-0.428,36.0,494.0,1.03666,3.99,0.45,10.4,0,6,3.0
4,6.6,0.28,0.28,-5.3,0.052,55.0,-13.0,0.9962,3.09,-0.75,8.9,0,7,2.0
4,7.4,0.31,0.89,1.6,0.05,80.0,137.0,0.9929,3.31,2.29,23.8,0,8,2.0
4,5.6,0.23,0.25,8.0,0.043,-56.0,-329.0,0.99429,1.91,0.2,10.4,0,6,1.0
2,5.9,0.32,-1.04,14.5,0.042,23.0,-288.0,0.99684,3.16,0.92,12.6,-1,6,1.0
5,9.1,0.29,1.73,2.05,-0.456,13.0,81.0,0.99188,5.11,-0.33,11.7,0,10,3.0
5,6.8,0.86,-1.12,76.5,-0.402,-200.5,182.0,0.99742,3.24,1.06,23.1,1,7,3.0
5,19.1,0.29,0.4,58.3,0.486,153.0,28.0,0.97774,3.58,-0.71,11.5,1,8,2.0
4,6.3,1.4,0.33,54.9,-0.148,23.0,118.0,0.95517,3.23,0.46,10.5,0,7,2.0
6,12.2,-1.13,1.86,3.9,-0.148,279.0,-198.0,0.96009,2.63,0.6,12.6,0,7,3.0
3,6.7,0.215,1.37,2.4,0.175,17.0,192.0,0.9958,3.71,0.63,12.0,0,7,1.0
4,29.4,1.55,0.3,5.5,0.601,53.0,133.0,0.99623,3.19,0.58,11.7,0,7,2.0
4,10.9,-0.92,0.32,0.9,0.041,-70.0,-264.0,0.9926,3.39,1.66,8.9,-1,7,2.0
5,6.8,-1.01,0.67,14.7,0.024,31.0,240.0,1.03053,1.91,1.15,14.9,1,7,2.0
5,0.0,0.27,0.74,13.4,-0.302,-21.0,121.0,0.97402,3.04,1.65,5.8,1,8,3.0
3,0.6,0.22,0.23,3.9,0.595,99.0,106.0,0.99098,2.91,0.52,16.5,0,7,2.0
3,7.1,0.3,2.05,13.1,-0.434,52.0,583.0,1.04303,3.48,-1.2,8.8,0,8,2.0
0,13.2,0.26,0.4,13.8,0.047,286.0,172.0,0.99573,2.44,2.2,9.5,-2,8,1.0
4,1.8,0.28,0.24,-87.35,-0.17,32.0,496.0,0.99922,3.19,0.29,9.3,0,7,1.0
3,-4.6,0.365,0.88,-61.9,0.055,24.0,84.0,0.98377,3.15,0.43,8.9,0,8,1.0
6,13.6,0.93,3.37,2.9,0.026,48.0,126.0,0.99089,2.63,0.38,11.3,1,7,3.0
4,6.2,-0.33,0.82,67.2,0.056,49.0,192.0,0.9956,3.18,1.46,4.3,1,7,3.0
3,7.6,-0.72,0.24,-31.0,0.058,19.0,464.0,0.9958,3.15,0.45,12.1,0,8,1.0
5,5.6,-0.41,0.32,1.2,0.024,-48.0,97.0,0.99077,3.2,0.46,12.45,0,6,3.0
6,2.5,0.39,0.24,6.3,0.037,45.0,913.0,1.02743,2.58,0.43,10.2,1,7,2.0
5,5.4,0.25,0.34,4.7,-0.166,34.0,88.0,1.01252,2.56,1.98,6.9,1,7,2.0
5,7.4,-1.09,0.37,2.6,0.05,24.0,315.0,1.06459,4.31,0.53,16.9,1,8,4.0
5,6.0,0.65,1.15,-57.2,0.494,30.0,174.0,0.99456,4.15,1.36,10.5,1,7,1.0
4,6.7,-0.52,1.61,52.6,0.056,-212.0,167.0,0.99628,3.04,-1.04,9.4,1,8,2.0
4,7.9,-0.11,0.44,6.5,0.027,47.0,126.0,0.99124,3.13,0.85,10.1,0,9,2.0
2,7.6,1.5,0.52,-12.4,0.053,-88.0,111.0,0.99164,3.22,-3.13,9.9,-1,8,3.0
4,6.4,0.29,1.64,45.6,0.04,21.0,116.0,0.99736,3.05,-0.6,7.8,1,7,4.0
3,2.1,0.31,0.23,3.3,0.052,164.0,188.0,0.943,3.16,-0.62,8.4,0,7,2.0
3,-3.6,0.16,0.36,5.9,0.835,25.0,-168.0,1.03316,3.39,0.34,10.2,-1,8,2.0
5,3.5,0.46,0.15,2.1,0.221,-143.0,130.0,0.98953,3.39,0.77,13.4,-1,6,3.0
4,-2.5,-0.495,0.24,-34.2,0.623,25.0,105.0,0.9925,3.32,0.47,7.8,1,6,2.0
4,6.5,1.43,0.32,27.7,-0.323,-78.0,128.0,0.94159,3.7,0.79,16.2,0,7,2.0
5,0.1,0.16,-0.91,0.5,0.031,-18.0,123.0,0.98958,3.23,2.09,9.6,0,8,3.0
6,-10.5,0.12,-0.14,2.3,0.554,-12.0,-302.0,1.03304,3.24,0.67,10.1,1,7,3.0
3,7.1,0.12,0.24,5.4,0.585,60.0,-40.0,0.9948,0.93,0.78,10.0,1,8,2.0
3,3.1,0.25,1.52,11.6,0.745,104.0,158.0,1.01675,3.43,-0.43,11.5,0,8,3.0
5,-5.1,0.21,-1.13,6.5,0.565,26.0,97.0,0.99148,3.16,0.44,13.8,0,8,3.0
3,24.5,0.84,1.84,-57.5,0.002,30.0,90.0,0.99038,4.24,-0.16,11.2,-1,7,2.0
0,8.4,0.31,3.4,-50.45,0.021,52.0,443.0,1.02707,2.93,-0.32,11.5,0,9,1.0
6,-3.6,-0.03,-0.36,14.7,0.312,29.0,149.0,0.95867,1.69,0.39,9.0,1,7,2.0
3,9.3,1.15,-0.82,1.9,0.085,-245.0,-122.0,0.95248,4.51,-0.65,8.9,0,10,3.0
2,-3.8,1.8,-0.14,2.4,0.527,18.0,300.0,0.99422,3.32,0.6,15.8,-2,8,2.0
5,7.2,0.2,0.22,1.6,-0.163,173.0,101.0,0.99471,3.37,-0.07,10.0,2,8,1.0
4,-0.4,-0.59,0.47,-18.9,-0.343,35.0,182.0,0.96332,3.11,0.72,3.05,1,6,2.0
4,11.9,0.16,0.3,48.2,0.534,33.0,168.0,1.04596,2.9,-0.29,11.8,-1,8,2.0
4,7.3,1.76,-2.44,-44.8,0.527,178.0,311.0,0.98004,3.34,-0.81,12.6,-1,8,2.0
4,10.3,0.27,0.31,5.0,0.811,-46.0,170.0,0.9924,3.69,0.52,11.0,0,7,2.0
5,7.1,0.18,0.36,1.4,-0.13,-64.0,87.0,1.03547,3.42,0.37,18.6,0,8,2.0
5,-3.4,1.09,0.53,1.4,-0.384,26.0,175.0,1.03875,3.17,1.87,12.0,0,7,1.0
6,7.1,0.54,0.5,61.4,0.025,31.0,105.0,0.99082,3.14,1.28,12.6,0,8,1.0
3,7.1,1.88,0.07,1.7,0.071,15.0,-47.0,1.02721,2.59,0.66,10.8,-1,8,3.0
2,6.4,0.18,-0.27,21.8,0.522,-170.0,201.0,0.93531,3.58,1.25,10.1,-1,7,1.0
5,10.3,-0.6,0.32,2.2,-0.146,168.0,92.0,0.94874,4.68,0.59,17.2,0,7,1.0
1,7.3,1.53,0.26,-48.0,0.631,52.0,207.0,0.99342,3.12,1.46,17.0,-2,8,1.0
4,6.8,0.23,1.77,1.5,0.036,35.0,165.0,1.02342,3.21,0.45,16.6,0,8,3.0
4,16.3,-1.03,0.3,27.6,-0.803,-115.0,511.0,1.09924,2.28,2.3,12.4,0,7,1.0
5,10.1,1.11,1.92,9.7,0.092,13.0,52.0,1.02902,3.22,0.64,5.0,0,11,2.0
4,7.7,-0.58,-1.6,1.5,0.069,-82.0,122.0,0.9851,2.93,-1.24,9.8,0,8,4.0
4,6.3,0.99,1.31,9.7,0.045,50.0,136.0,1.01145,3.14,0.37,10.6,0,7,1.0
3,-3.3,0.19,-1.01,36.3,0.035,0.0,397.0,0.94094,3.15,0.36,13.8,0,7,2.0
4,7.3,0.34,0.49,46.1,0.445,21.0,37.0,0.96407,1.05,-0.81,12.1,-1,8,3.0
3,7.7,-0.04,1.42,10.6,0.04,230.0,153.0,0.9978,3.87,1.72,8.9,-1,9,2.0
0,21.6,1.42,0.58,1.9,0.07,-34.0,40.0,0.9627,1.16,1.75,8.9,0,14,1.0
3,8.9,0.21,0.2,1.2,-0.394,20.0,-277.0,0.99579,3.2,0.37,11.5,0,9,2.0
5,6.8,0.32,0.24,-60.9,-0.489,49.0,80.0,0.98347,2.16,-0.62,19.9,0,7,4.0
3,6.2,2.87,0.29,7.6,-0.446,45.0,232.0,1.03483,3.37,0.62,12.7,-1,7,3.0
3,11.3,1.12,-1.18,17.2,0.075,22.0,623.0,0.9912,3.23,0.57,11.1,-1,7,2.0
5,12.6,0.28,0.34,2.2,0.037,225.0,-115.0,1.02084,2.97,2.55,12.8,-1,6,3.0
4,-4.2,0.305,1.58,1.2,0.422,-235.0,11.0,0.99331,2.73,-0.9,11.5,0,8,3.0
4,-1.1,1.41,0.42,8.7,0.433,6.0,-255.0,0.99299,3.04,1.91,12.8,0,8,2.0
5,-2.1,0.2,-0.75,1.6,0.001,193.0,116.0,0.98608,3.3,0.39,16.3,0,8,4.0
3,16.1,0.31,-1.29,-16.8,0.038,18.0,123.0,0.98338,3.36,2.07,8.6,-1,7,2.0
4,0.1,-0.14,-0.4,1.0,0.54,30.0,-40.0,1.009,3.13,0.4,7.0,1,8,3.0
4,5.3,0.24,1.89,24.1,-0.422,316.0,386.0,0.98248,1.99,0.5,8.7,1,7,2.0
2,15.5,1.13,-0.94,-78.55,0.673,42.0,56.0,0.9984,2.9,1.64,4.4,-1,9,2.0
0,7.3,-0.8,0.31,-2.2,0.018,45.0,80.0,0.98936,3.06,0.34,12.9,-1,8,1.0
6,9.8,0.3,-0.06,-35.1,-0.049,37.0,97.0,0.99026,3.2,-0.96,12.6,0,7,3.0
3,8.3,0.41,0.78,61.7,0.104,29.0,210.0,1.03817,3.84,3.17,3.0,0,8,1.0
5,-0.2,0.35,0.3,61.1,-0.113,240.0,86.0,0.9927,5.34,1.14,11.0,0,7,2.0
3,-2.7,0.16,1.49,6.85,0.059,31.0,131.0,1.04236,2.95,0.34,9.3,0,8,2.0
2,-16.5,0.4,0.24,13.6,-0.418,34.0,-132.0,0.99899,3.24,-0.85,15.0,-2,8,1.0
4,-17.4,-1.21,0.54,1.4,-0.042,-158.0,110.0,0.9932,3.71,1.24,10.6,0,7,2.0
3,7.5,-0.32,0.33,-38.4,0.387,42.0,180.0,0.95118,2.52,0.59,10.1,-1,8,3.0
3,7.1,0.68,0.0,2.3,-0.08,-257.0,-144.0,1.01005,2.73,1.47,9.5,0,8,2.0
0,4.2,0.39,0.13,2.4,0.231,-155.0,-197.0,1.04528,3.41,-0.4,9.0,0,8,1.0
5,15.1,-0.38,0.28,13.55,0.048,166.0,94.0,0.97785,3.0,0.6,9.5,0,8,1.0
4,12.9,1.6,0.21,1.7,-0.464,-173.0,62.0,1.06585,3.87,-1.28,14.1,0,9,2.0
2,6.5,0.21,0.78,-53.3,0.059,33.0,103.0,0.9927,3.12,0.38,9.7,-2,7,2.0
5,8.8,0.17,1.72,1.5,0.043,263.0,18.0,0.99338,2.81,1.15,15.4,1,8,3.0
4,-2.8,0.32,0.21,-1.5,0.044,15.0,68.0,1.03753,3.65,0.39,3.7,0,7,1.0
5,-5.2,0.97,0.91,25.9,0.031,38.0,36.0,1.01838,2.69,1.64,23.6,0,8,3.0
3,8.6,0.23,0.96,11.3,0.19,13.0,-254.0,0.99645,2.82,-0.03,17.4,0,9,3.0
6,13.0,0.66,-1.29,-33.9,0.084,-282.0,-262.0,0.9983,3.61,-0.79,9.9,2,8,3.0
4,6.6,0.46,-0.21,7.4,0.052,464.0,184.0,0.9956,2.57,0.0,9.0,1,8,3.0
4,4.9,0.325,0.27,-30.45,0.03,49.0,-131.0,1.02406,3.07,-1.2,9.4,0,5,1.0
3,8.1,0.18,0.22,4.2,-0.283,-252.0,-201.0,0.994,3.99,1.6,9.4,0,6,2.0
6,6.2,-1.02,0.49,6.0,0.029,-247.0,396.0,0.9928,2.49,2.99,9.4,0,7,3.0
6,6.6,2.25,0.32,-23.2,0.035,39.0,231.0,0.95124,3.36,0.48,6.3,1,7,4.0
3,3.6,-1.02,0.23,14.8,-0.352,-7.0,126.0,1.03029,3.18,1.66,2.2,0,8,1.0
5,6.2,-0.74,-1.26,-56.7,0.038,16.0,41.0,0.95315,3.49,1.93,4.7,0,7,3.0
2,12.3,0.38,0.17,56.2,0.08,50.0,212.0,1.03647,1.7,0.66,9.4,0,7,2.0
7,7.1,0.67,0.57,2.8,0.033,48.0,421.0,0.9899,3.15,0.1,9.3,2,8,4.0
1,6.4,-0.37,-2.7,8.6,0.042,57.0,173.0,0.9965,3.0,0.44,5.9,-2,7,1.0
6,13.4,0.4,-0.8,12.5,-0.285,31.0,122.0,0.9633,3.3,1.67,11.1,0,8,4.0
5,-1.9,0.3,0.27,52.8,0.231,17.0,135.0,0.9925,3.23,0.44,12.2,1,7,2.0
4,6.6,0.89,0.32,6.0,0.033,59.0,128.0,0.98161,3.19,0.3,12.1,-2,7,1.0
4,6.6,1.36,3.29,-1.1,0.068,39.0,27.0,0.95673,3.88,1.51,6.1,-1,7,1.0
3,-0.1,0.32,0.4,8.7,-0.335,45.0,154.0,1.02538,3.2,0.47,11.6,-1,8,1.0
5,7.5,0.27,-0.68,-18.6,0.566,119.0,171.0,1.01339,2.86,-0.56,10.6,2,8,2.0
5,6.8,0.28,0.17,13.9,0.047,271.0,162.0,0.9983,3.21,-0.09,9.0,1,7,2.0
5,10.3,0.31,0.28,-7.2,-0.104,12.0,119.0,1.04238,3.13,0.51,16.1,0,7,1.0
4,-9.2,0.29,1.79,14.3,0.054,130.0,506.0,0.99869,3.21,-0.58,11.4,1,7,1.0
4,8.8,0.32,0.42,1.1,0.051,550.0,255.0,0.9956,3.02,0.25,9.3,1,7,2.0
5,14.7,-1.25,-1.01,13.6,0.052,38.0,529.0,0.998,3.15,-0.05,3.3,1,8,2.0
0,15.6,0.16,-0.04,12.5,-0.291,138.0,156.0,0.99666,2.4,0.06,9.0,0,7,1.0
3,-1.5,1.72,1.43,55.15,0.05,-244.0,181.0,1.00214,2.05,0.58,9.7,0,9,2.0
4,6.8,0.3,0.26,96.9,0.037,-139.0,150.0,0.99727,2.8,-1.54,12.3,0,7,4.0
4,5.8,-0.23,1.27,1.1,0.047,252.0,131.0,0.95425,3.26,1.69,4.7,1,6,1.0
3,12.6,0.58,0.45,-45.3,0.445,46.0,-185.0,0.99573,3.26,0.46,4.3,-1,7,2.0
5,7.6,1.325,1.65,2.1,-0.692,30.0,35.0,0.99533,3.26,-0.97,7.4,1,8,1.0
3,17.0,-0.65,1.33,15.5,0.208,-84.0,115.5,0.99737,2.03,0.41,9.7,-2,8,3.0
6,12.6,0.08,0.36,19.6,-0.53,77.0,90.0,1.0426,3.16,2.14,11.0,1,8,3.0
5,-1.1,-0.61,1.47,1.8,-0.067,298.0,479.0,0.94297,4.52,1.81,11.9,0,6,3.0
3,-0.3,1.34,0.28,41.2,0.449,113.0,76.0,0.98711,3.1,-1.33,5.8,-2,6,2.0
5,11.7,-0.47,0.35,-39.9,-0.499,21.0,392.0,0.9938,3.3,2.21,10.7,0,7,2.0
4,7.7,0.18,0.34,-9.4,0.066,15.0,58.0,0.99948,4.47,1.06,11.8,0,8,3.0
3,2.0,0.27,1.59,1.2,0.05,-364.0,-236.0,0.99138,3.09,-0.85,8.0,0,8,1.0
4,7.4,0.33,1.12,15.6,0.049,307.0,210.0,0.99907,3.1,0.32,9.9,1,8,2.0
5,6.7,0.42,0.39,37.8,0.04,-128.0,248.0,0.97282,3.39,-0.8,9.7,2,8,3.0
5,15.1,0.19,0.05,1.4,0.501,22.0,90.0,1.03496,3.18,-0.2,11.7,0,7,2.0
4,7.3,0.12,-0.74,2.5,0.045,-87.0,122.0,0.99329,3.18,-0.58,6.1,1,8,2.0
3,9.7,0.09,0.27,-36.6,0.116,-186.0,133.0,0.99402,1.95,0.34,10.8,0,6,1.0
0,1.5,0.71,1.6,12.9,1.261,36.0,558.0,1.00965,2.47,0.36,3.6,1,7,2.0
4,13.0,1.5,0.44,-41.2,0.05,83.0,12.0,0.99607,3.11,0.48,10.0,0,8,4.0
4,7.1,1.07,0.3,6.6,0.025,-68.0,138.0,1.01177,3.18,-0.55,5.9,0,8,2.0
2,6.2,0.2,-0.96,107.0,0.055,-123.0,120.0,0.99767,2.48,1.86,9.6,-2,7,2.0
5,8.6,0.56,1.15,7.45,0.092,-73.0,94.0,0.98191,2.99,-0.04,9.2,2,8,2.0
4,8.0,-1.11,0.2,-17.3,0.038,182.0,491.0,0.99566,3.12,0.56,10.0,0,9,1.0
5,7.2,1.24,1.3,-3.4,-0.624,49.0,192.0,0.9979,2.52,-1.27,9.0,0,8,2.0
4,6.0,0.14,0.26,5.6,-0.561,-93.0,127.0,1.03799,1.98,-0.57,9.8,0,6,2.0
5,6.6,-1.15,0.24,3.3,-0.539,-110.0,99.0,0.99031,3.41,0.4,12.3,0,7,4.0
3,15.0,0.24,0.94,-6.6,0.053,45.0,-228.0,1.04108,2.01,-0.9,12.1,0,7,1.0
3,6.6,0.48,0.24,1.3,-0.174,42.5,204.0,1.01543,3.67,-0.84,8.2,0,7,2.0
5,6.8,-0.58,-0.61,-57.2,0.504,-465.0,571.0,1.01745,2.24,0.61,11.2,0,7,2.0
4,12.1,-0.51,0.35,1.6,-0.051,24.0,138.0,1.02964,3.19,0.44,9.7,1,8,2.0
6,7.8,1.05,0.32,42.4,-0.327,34.0,115.0,0.95556,2.36,-0.34,10.3,1,8,2.0
0,7.9,0.98,-0.39,-26.4,0.371,289.0,96.0,0.94669,2.31,0.38,9.5,1,7,2.0
0,9.5,0.885,0.27,2.3,0.047,143.0,-271.0,0.96827,2.28,0.53,9.4,0,11,1.0
4,7.2,-1.21,0.42,1.6,-0.022,-237.0,135.0,0.992,3.72,-0.55,11.0,0,8,2.0
4,7.4,0.24,2.42,52.4,0.438,143.0,95.0,0.96516,3.09,0.39,11.1,0,8,1.0
6,6.1,0.02,0.32,12.7,-0.364,13.0,-201.0,1.04443,3.22,2.53,13.0,2,8,2.0
5,-2.8,-0.6,0.35,12.0,0.412,47.0,179.0,0.998,3.99,1.7,10.0,2,7,2.0
5,3.6,0.22,0.35,33.7,0.948,-123.0,87.0,0.99092,3.29,-0.03,12.5,0,6,3.0
3,7.1,0.24,0.41,64.2,0.046,-110.0,145.0,0.9998,3.16,0.39,11.6,0,8,2.0
4,10.3,0.26,0.53,1.2,-0.06,25.0,109.0,1.02732,2.67,0.28,16.4,0,10,2.0
4,6.6,1.02,0.27,25.5,-0.543,37.0,146.0,0.94873,3.05,0.47,10.1,1,7,3.0
5,6.9,0.21,0.24,30.2,0.515,201.0,485.0,0.99358,3.73,0.59,5.5,1,8,3.0
3,6.5,0.35,0.31,17.1,-0.028,58.0,170.0,0.9556,2.71,0.71,5.8,0,7,3.0
4,11.8,0.61,1.58,4.0,0.094,-25.0,69.0,1.04629,3.22,0.85,9.2,0,10,2.0
6,7.6,0.2,0.3,11.4,-0.147,304.0,172.5,0.95153,2.01,0.46,4.1,0,8,3.0
4,12.3,0.31,0.34,-64.4,0.032,175.0,128.0,0.9917,2.1,0.47,12.0,0,8,2.0
4,6.9,1.45,0.54,10.6,0.105,24.0,-104.0,0.99265,3.15,1.6,10.8,0,8,1.0
4,2.5,-0.72,0.31,36.3,0.053,32.0,211.0,0.99587,2.41,0.59,7.8,0,8,2.0
2,6.7,-0.87,-0.88,-43.8,0.046,45.0,-235.0,0.96571,3.2,-0.22,6.1,-1,7,2.0
5,-5.0,0.25,-0.67,4.1,0.054,197.0,116.0,0.994,2.56,0.38,8.9,1,7,2.0
4,6.5,0.29,0.98,7.4,0.036,-182.0,-601.0,0.99712,3.47,0.48,9.1,0,7,2.0
4,5.6,-0.27,-0.4,1.1,-0.168,-440.0,-288.0,0.9918,4.04,1.64,10.3,0,6,2.0
5,6.8,0.19,2.45,3.1,-0.104,31.0,530.0,1.01906,2.4,0.78,5.2,0,7,3.0
5,5.7,1.1,-0.51,-5.6,0.641,24.0,291.0,0.992,4.49,1.67,17.1,0,6,2.0
7,6.2,0.36,0.82,29.0,0.018,117.0,119.0,0.9898,4.45,0.36,11.4,0,8,3.0
3,7.0,-0.68,0.21,43.8,-0.402,13.0,464.0,0.94081,2.12,0.47,9.4,0,8,1.0
3,0.2,0.37,1.52,-55.9,0.05,12.0,537.0,1.03599,3.28,-1.36,13.0,-1,7,2.0
2,6.1,1.38,-0.61,85.4,0.271,247.0,516.0,0.97563,2.78,-0.57,9.9,-1,8,1.0
2,6.8,1.12,0.5,13.3,0.832,-214.0,512.0,0.98172,3.38,1.72,9.4,-1,8,1.0
4,15.4,1.03,0.49,15.1,-0.8,-130.0,-98.0,0.97341,3.71,0.42,12.5,0,8,2.0
4,4.8,0.33,1.27,8.9,0.028,159.0,274.0,0.9937,3.35,1.27,9.9,1,5,3.0
5,6.2,2.8,0.36,-29.7,-0.294,37.0,-424.0,0.94887,3.23,1.16,8.8,1,7,3.0
5,8.6,0.26,0.32,-46.0,0.283,54.0,363.0,0.9956,2.05,0.52,7.0,1,7,3.0
5,6.4,0.99,-0.69,6.6,0.046,-129.0,481.0,0.99408,2.62,0.58,9.9,1,7,4.0
3,7.5,0.27,1.74,15.3,0.057,148.0,313.0,0.9946,3.78,2.69,10.5,0,8,2.0
0,9.2,0.18,0.37,6.2,0.05,-523.0,140.0,1.02844,3.2,-1.2,3.6,1,8,1.0
2,-0.5,-0.41,-0.25,64.55,0.059,237.0,252.0,1.03984,2.28,2.03,8.8,-1,7,3.0
4,6.5,0.51,0.52,7.9,0.049,35.0,-102.0,0.99551,4.84,-0.69,9.5,0,7,2.0
4,6.0,-0.15,-0.69,1.9,0.048,40.0,598.0,0.9938,2.92,-1.07,4.8,-1,7,2.0
2,11.2,0.26,-2.41,4.1,0.316,-178.0,-92.0,1.02446,3.3,-0.79,9.5,-1,7,2.0
5,7.0,-1.08,-1.01,52.5,0.037,29.0,115.0,0.9927,3.95,0.55,10.5,1,8,2.0
5,6.7,0.21,-1.25,0.9,-0.156,419.0,112.0,0.98249,3.02,0.5,16.7,1,7,3.0
2,10.3,0.29,2.09,14.95,0.067,252.0,178.0,0.99838,3.04,0.08,10.6,0,8,1.0
4,7.7,0.43,1.0,79.35,0.032,42.0,-65.0,0.98093,3.29,0.5,11.8,0,9,2.0
3,7.4,0.49,0.19,4.0,0.077,16.0,37.0,0.97462,3.37,0.26,10.5,0,8,2.0
5,12.2,0.18,0.45,1.25,0.034,-48.0,531.0,0.9733,3.51,-0.84,16.4,0,6,1.0
0,1.6,0.4,0.57,-43.8,-0.042,-54.0,-114.0,0.96945,3.28,0.57,12.5,0,10,1.0
3,6.8,-0.63,0.32,56.6,0.374,-117.0,109.0,1.01105,1.37,0.44,4.2,-1,7,2.0
3,6.3,1.66,0.19,-5.3,0.049,47.0,184.0,0.99514,3.56,0.48,4.1,0,7,2.0
3,15.3,1.715,-1.11,1.8,0.114,266.0,64.0,1.0279,3.22,-0.57,11.0,-1,8,1.0
6,3.9,0.4,0.08,56.4,0.033,24.0,-444.0,0.95541,3.15,0.45,19.7,2,8,3.0
3,9.7,1.51,1.45,-4.8,0.04,48.0,184.0,1.00409,3.16,0.21,9.4,0,8,2.0
